date,code,open,high,low,close,volume,amount
2019-04-12,sh.601398,5.72,5.74,5.7,5.73,153613761,879599556.0
2019-04-15,sh.601398,5.81,5.93,5.8,5.81,473497472,2779941677.0
2019-04-16,sh.601398,5.78,6.03,5.75,6.0,551207248,3278481934.0
2019-04-17,sh.601398,5.99,6.08,5.96,6.01,364293888,2192184239.0
2019-04-18,sh.601398,6.01,6.03,5.93,5.94,216478399,1291541522.0
2019-04-19,sh.601398,5.94,6.01,5.94,5.98,184514226,1102589241.0
2019-04-22,sh.601398,5.99,6.0,5.81,5.83,273124256,1604367134.0
2019-04-23,sh.601398,5.84,5.85,5.79,5.81,183104112,1064237189.0
2019-04-24,sh.601398,5.82,5.84,5.74,5.81,209166808,1213023884.0
2019-04-25,sh.601398,5.79,5.8,5.71,5.73,225972035,1300357961.0
2019-04-26,sh.601398,5.71,5.76,5.7,5.71,184000608,1053851685.0
2019-04-29,sh.601398,5.73,5.84,5.71,5.8,211952969,1225789011.0
2019-04-30,sh.601398,5.8,5.83,5.74,5.81,185045685,1071096005.0
2019-05-06,sh.601398,5.69,5.8,5.56,5.72,394210912,2231092909.0
2019-05-07,sh.601398,5.7,5.71,5.63,5.66,168032614,952166816.0
2011-02-16,sh.601398,4.33,4.36,4.31,4.34,103424058,447522250.0
2011-02-17,sh.601398,4.34,4.36,4.32,4.33,60544854,262590161.0
2011-02-18,sh.601398,4.33,4.34,4.3,4.33,55107205,238005813.0
2011-02-21,sh.601398,4.3,4.32,4.27,4.3,55227298,237050627.0
2011-02-22,sh.601398,4.29,4.3,4.21,4.23,72057409,305724696.0
2011-02-23,sh.601398,4.22,4.25,4.2,4.23,46146744,194978375.0
2011-02-24,sh.601398,4.22,4.25,4.2,4.24,44565463,187753323.0
2011-02-25,sh.601398,4.24,4.29,4.22,4.27,55717815,237541407.0
2011-02-28,sh.601398,4.27,4.28,4.23,4.26,22824607,97078011.0
2011-03-01,sh.601398,4.26,4.3,4.23,4.27,37636264,160428765.0
2011-03-02,sh.601398,4.25,4.31,4.24,4.28,52913090,225884957.0
2011-03-03,sh.601398,4.28,4.4,4.26,4.3,226024586,979734298.0
2011-03-04,sh.601398,4.31,4.38,4.29,4.35,94434289,408392695.0
2011-03-07,sh.601398,4.35,4.41,4.35,4.4,109516428,480518817.0
2011-03-08,sh.601398,4.4,4.42,4.38,4.41,75368153,331720172.0
2011-03-09,sh.601398,4.42,4.44,4.41,4.42,60939508,269740681.0
2011-03-10,sh.601398,4.41,4.42,4.35,4.35,73602731,322545951.0
2011-03-11,sh.601398,4.35,4.38,4.29,4.3,55984300,242418343.0
2011-03-14,sh.601398,4.3,4.32,4.28,4.29,45237664,194284606.0
2011-03-15,sh.601398,4.28,4.29,4.2,4.27,77796054,330019726.0
2011-03-16,sh.601398,4.26,4.31,4.26,4.31,42748337,183157967.0
2011-03-17,sh.601398,4.29,4.31,4.26,4.27,45968646,196934533.0
2011-03-18,sh.601398,4.28,4.33,4.21,4.26,56909641,244134615.0
2011-03-21,sh.601398,4.28,4.35,4.26,4.34,63911628,275293046.0
2011-03-22,sh.601398,4.33,4.39,4.31,4.36,73401914,319789452.0
2011-03-23,sh.601398,4.35,4.42,4.35,4.4,80875062,355809211.0
2011-03-24,sh.601398,4.4,4.43,4.37,4.41,83052325,366882041.0
2011-03-25,sh.601398,4.42,4.49,4.4,4.46,100608109,449025836.0
2011-03-28,sh.601398,4.48,4.53,4.46,4.5,103624646,466866343.0
2011-03-29,sh.601398,4.5,4.56,4.49,4.51,108353779,491231426.0
2011-03-30,sh.601398,4.51,4.56,4.5,4.52,91030253,413038541.0
2011-03-31,sh.601398,4.52,4.54,4.46,4.47,73641605,331185446.0
2011-04-01,sh.601398,4.49,4.52,4.45,4.5,55309484,248482623.0
2011-04-06,sh.601398,4.51,4.63,4.51,4.58,83819986,384393957.0
2011-04-07,sh.601398,4.58,4.6,4.54,4.57,51748684,236022791.0
2011-04-08,sh.601398,4.57,4.57,4.53,4.55,27544385,125348587.0
2011-04-11,sh.601398,4.56,4.63,4.54,4.59,76653515,352086155.0
2011-04-12,sh.601398,4.58,4.63,4.57,4.61,68723979,316124287.0
2011-04-13,sh.601398,4.59,4.63,4.55,4.63,50714437,232646923.0
2011-04-14,sh.601398,4.63,4.65,4.6,4.63,61414539,284015818.0
2011-04-15,sh.601398,4.61,4.7,4.6,4.7,104411795,488174613.0
2011-04-18,sh.601398,4.68,4.7,4.66,4.67,39856994,186304985.0
2011-04-19,sh.601398,4.65,4.66,4.56,4.56,55402677,254437390.0
2011-04-20,sh.601398,4.57,4.61,4.54,4.56,49903502,228394062.0
2011-04-21,sh.601398,4.58,4.6,4.56,4.58,34920932,159960052.0
2011-04-22,sh.601398,4.58,4.58,4.53,4.54,26639619,121235141.0
2011-04-25,sh.601398,4.51,4.55,4.47,4.49,42608083,191812271.0
2011-04-26,sh.601398,4.49,4.55,4.48,4.5,46434519,209697766.0
2011-04-27,sh.601398,4.51,4.56,4.51,4.54,52220005,237211429.0
2011-04-28,sh.601398,4.56,4.67,4.54,4.59,81373523,375234258.0
2011-04-29,sh.601398,4.6,4.6,4.51,4.56,36274115,165209964.0
2011-05-03,sh.601398,4.57,4.58,4.53,4.57,28090648,127885323.0
2011-05-04,sh.601398,4.54,4.59,4.52,4.53,56789910,258903355.0
2011-05-05,sh.601398,4.52,4.63,4.49,4.6,79671315,365212369.0
2011-05-06,sh.601398,4.57,4.64,4.56,4.58,51896639,239376547.0
2011-05-09,sh.601398,4.59,4.6,4.55,4.57,22940320,104909201.0
2011-05-10,sh.601398,4.58,4.59,4.55,4.57,22212215,101607246.0
2011-05-11,sh.601398,4.57,4.59,4.53,4.54,33241770,151270504.0
2011-05-12,sh.601398,4.53,4.55,4.49,4.49,36433800,164410033.0
2011-05-13,sh.601398,4.49,4.6,4.49,4.58,53605392,243930725.0
2011-05-16,sh.601398,4.55,4.61,4.49,4.51,51617587,234003268.0
2011-05-17,sh.601398,4.51,4.53,4.48,4.5,38075889,171208203.0
2011-05-18,sh.601398,4.51,4.61,4.49,4.56,36478956,166137052.0
2011-05-19,sh.601398,4.57,4.6,4.55,4.57,25251982,115598964.0
2011-05-20,sh.601398,4.57,4.6,4.53,4.54,31838663,145631845.0
2011-05-23,sh.601398,4.54,4.55,4.43,4.46,61993617,278059229.0
2011-05-24,sh.601398,4.46,4.5,4.42,4.44,54357471,242180130.0
2011-05-25,sh.601398,4.43,4.44,4.33,4.36,40879866,179156292.0
2011-05-26,sh.601398,4.38,4.43,4.37,4.41,33435376,147305772.0
2011-05-27,sh.601398,4.42,4.45,4.38,4.39,57208409,252550053.0
2011-05-30,sh.601398,4.39,4.58,4.38,4.56,156120417,706711568.0
2011-05-31,sh.601398,4.56,4.56,4.56,4.56,0,0.0
2011-06-01,sh.601398,4.53,4.54,4.44,4.48,69731771,313236684.0
2011-06-02,sh.601398,4.46,4.53,4.34,4.44,106541612,470413278.0
2011-06-03,sh.601398,4.41,4.43,4.35,4.41,59807752,262790744.0
2011-06-07,sh.601398,4.39,4.45,4.38,4.43,55585071,245953013.0
2011-06-08,sh.601398,4.42,4.44,4.36,4.42,43881823,193090083.0
2011-06-09,sh.601398,4.41,4.42,4.37,4.37,68309690,300208561.0
2011-06-10,sh.601398,4.38,4.45,4.36,4.42,54683577,241657287.0
2011-06-13,sh.601398,4.4,4.55,4.39,4.52,69459597,311928948.0
2011-06-14,sh.601398,4.51,4.53,4.44,4.45,141339166,633455998.0
2011-06-15,sh.601398,4.29,4.29,4.25,4.27,59822513,255673723.0
2011-06-16,sh.601398,4.26,4.3,4.25,4.28,41083484,175725363.0
2011-06-17,sh.601398,4.27,4.34,4.25,4.29,77924998,335722130.0
2011-06-20,sh.601398,4.28,4.3,4.24,4.26,39065639,166774733.0
2011-06-21,sh.601398,4.26,4.32,4.25,4.3,45080952,193605409.0
2011-06-22,sh.601398,4.3,4.34,4.27,4.33,64972340,280328165.0
2011-06-23,sh.601398,4.31,4.38,4.3,4.38,65156220,283637457.0
2011-06-24,sh.601398,4.37,4.48,4.35,4.48,82382111,365806116.0
2011-06-27,sh.601398,4.47,4.5,4.45,4.48,67198774,300592175.0
2011-06-28,sh.601398,4.49,4.5,4.46,4.5,50391599,225883957.0
2011-06-29,sh.601398,4.49,4.49,4.44,4.46,62621407,279123033.0
2011-06-30,sh.601398,4.46,4.5,4.44,4.46,50943440,227564982.0
2011-07-01,sh.601398,4.47,4.47,4.36,4.38,57180743,251296348.0
2011-07-04,sh.601398,4.4,4.42,4.37,4.42,46263657,203282751.0
2011-07-05,sh.601398,4.41,4.45,4.39,4.41,37299484,164535911.0
2011-07-06,sh.601398,4.41,4.41,4.32,4.37,69625617,302222444.0
2011-07-07,sh.601398,4.37,4.41,4.3,4.31,62982287,273420870.0
2011-07-08,sh.601398,4.32,4.36,4.31,4.34,60669706,262823839.0
2011-07-11,sh.601398,4.33,4.34,4.31,4.33,32508985,140630668.0
2011-07-12,sh.601398,4.31,4.32,4.28,4.29,37912988,162786477.0
2011-07-13,sh.601398,4.29,4.36,4.29,4.34,42170019,182586664.0
2011-07-14,sh.601398,4.33,4.4,4.32,4.38,59830899,261025060.0
2011-07-15,sh.601398,4.37,4.41,4.33,4.4,29706504,130221945.0
2011-07-18,sh.601398,4.4,4.4,4.36,4.36,16688084,72907643.0
2011-07-19,sh.601398,4.35,4.39,4.34,4.36,39547899,172770589.0
2011-07-20,sh.601398,4.38,4.4,4.36,4.37,45898425,201033352.0
2011-07-21,sh.601398,4.39,4.39,4.34,4.37,26019938,113580555.0
2011-07-22,sh.601398,4.36,4.37,4.34,4.36,24496069,106620671.0
2011-07-25,sh.601398,4.32,4.34,4.28,4.29,26339479,113431201.0
2011-07-26,sh.601398,4.28,4.31,4.27,4.29,18276501,78461667.0
2011-07-27,sh.601398,4.27,4.3,4.25,4.28,42983137,183557168.0
2011-07-28,sh.601398,4.25,4.27,4.2,4.2,35834144,151246380.0
2011-07-29,sh.601398,4.22,4.29,4.19,4.25,42538432,180370106.0
2011-08-01,sh.601398,4.24,4.28,4.22,4.24,19907395,84517058.0
2011-08-02,sh.601398,4.22,4.23,4.18,4.2,24412892,102482438.0
2011-08-03,sh.601398,4.19,4.2,4.16,4.18,33579256,140305723.0
2011-08-04,sh.601398,4.19,4.21,4.14,4.16,32572624,135822195.0
2011-08-05,sh.601398,4.12,4.14,4.07,4.11,68886727,282486432.0
2011-08-08,sh.601398,4.1,4.11,4.0,4.03,80387082,325734766.0
2011-08-09,sh.601398,3.99,4.11,3.94,4.1,80950136,324950643.0
2011-08-10,sh.601398,4.16,4.22,4.11,4.15,75457658,314979732.0
2011-08-11,sh.601398,4.11,4.19,4.09,4.16,30695175,127298438.0
2011-08-12,sh.601398,4.18,4.18,4.12,4.14,26972956,111748936.0
2011-08-15,sh.601398,4.15,4.2,4.09,4.19,65382825,270918506.0
2011-08-16,sh.601398,4.16,4.2,4.15,4.16,30695311,128069013.0
2011-08-17,sh.601398,4.16,4.19,4.15,4.18,17290855,72274641.0
2011-08-18,sh.601398,4.18,4.2,4.16,4.18,33085461,138422801.0
2011-08-19,sh.601398,4.15,4.15,4.12,4.13,36000815,148902102.0
2011-08-22,sh.601398,4.13,4.15,4.07,4.08,17677637,72500604.0
2011-08-23,sh.601398,4.1,4.12,4.07,4.11,20850918,85425374.0
2011-08-24,sh.601398,4.12,4.12,4.07,4.08,21818193,89261296.0
2011-08-25,sh.601398,4.08,4.2,4.07,4.18,73698653,305451609.0
2011-08-26,sh.601398,4.16,4.17,4.13,4.16,42043823,174497407.0
2011-08-29,sh.601398,4.14,4.14,4.07,4.08,49448731,202557607.0
2011-08-30,sh.601398,4.11,4.16,4.09,4.1,41678558,172066345.0
2011-08-31,sh.601398,4.11,4.16,4.09,4.14,23394493,96415119.0
2011-09-01,sh.601398,4.14,4.15,4.1,4.13,17995038,74313018.0
2011-09-02,sh.601398,4.13,4.14,4.09,4.1,15032539,61806601.0
2011-09-05,sh.601398,4.09,4.1,4.06,4.08,29039771,118467182.0
2011-09-06,sh.601398,4.06,4.09,4.05,4.07,25765077,104910336.0
2011-09-07,sh.601398,4.08,4.14,4.07,4.12,23535359,96765075.0
2011-09-08,sh.601398,4.12,4.18,4.1,4.15,51707193,214741142.0
2011-09-09,sh.601398,4.17,4.19,4.14,4.18,30656375,127893080.0
2011-09-13,sh.601398,4.14,4.15,4.12,4.14,21831878,90345092.0
2011-09-14,sh.601398,4.14,4.16,4.06,4.09,34288036,140662035.0
2011-09-15,sh.601398,4.1,4.11,4.08,4.08,19622511,80272103.0
2011-09-16,sh.601398,4.11,4.12,4.06,4.1,30132831,123262016.0
2011-09-19,sh.601398,4.07,4.08,4.06,4.07,17776361,72330188.0
2011-09-20,sh.601398,4.06,4.1,4.05,4.07,18110483,73782228.0
2011-09-21,sh.601398,4.09,4.14,4.06,4.12,35791186,147043179.0
2011-09-22,sh.601398,4.1,4.11,3.98,4.0,43832619,177611755.0
2011-09-23,sh.601398,4.0,4.07,3.96,4.01,58326222,233939001.0
2011-09-26,sh.601398,3.98,4.01,3.94,3.95,37657439,149636901.0
2011-09-27,sh.601398,3.98,4.02,3.97,4.0,30574505,122248226.0
2011-09-28,sh.601398,4.02,4.04,3.97,3.99,16264599,65034282.0
2011-09-29,sh.601398,3.99,4.01,3.96,3.98,28014337,111827643.0
2011-09-30,sh.601398,3.98,4.0,3.95,3.98,25395720,101025230.0
2011-10-10,sh.601398,3.96,4.0,3.95,3.99,37687194,149559369.0
2011-10-11,sh.601398,4.13,4.16,4.02,4.05,68141583,277602640.0
2011-10-12,sh.601398,4.02,4.14,4.02,4.12,90637627,371839978.0
2011-10-13,sh.601398,4.1,4.14,4.05,4.13,52312817,213901745.0
2011-10-14,sh.601398,4.1,4.15,4.08,4.14,37591461,154736291.0
2011-10-17,sh.601398,4.14,4.17,4.12,4.15,30521831,126548163.0
2011-10-18,sh.601398,4.13,4.17,4.12,4.17,54337935,225274684.0
2011-10-19,sh.601398,4.17,4.21,4.16,4.18,42389483,177427238.0
2011-10-20,sh.601398,4.16,4.19,4.13,4.16,43864813,182691262.0
2011-10-21,sh.601398,4.16,4.19,4.15,4.15,28046064,116737974.0
2011-10-24,sh.601398,4.15,4.21,4.14,4.19,24966486,104478241.0
2011-10-25,sh.601398,4.18,4.27,4.16,4.24,55040497,232110757.0
2011-10-26,sh.601398,4.23,4.29,4.22,4.26,41632116,177837615.0
2011-10-27,sh.601398,4.28,4.31,4.25,4.3,42841290,184148522.0
2011-10-28,sh.601398,4.34,4.39,4.27,4.3,60175434,260273694.0
2011-10-31,sh.601398,4.29,4.35,4.29,4.32,34598749,149682610.0
2011-11-01,sh.601398,4.31,4.35,4.29,4.3,28705787,123792443.0
2011-11-02,sh.601398,4.27,4.34,4.26,4.32,36650002,157824038.0
2011-11-03,sh.601398,4.34,4.36,4.31,4.32,34239566,148365020.0
2011-11-04,sh.601398,4.35,4.37,4.32,4.34,30882289,134530221.0
2011-11-07,sh.601398,4.32,4.35,4.31,4.31,21871844,94695299.0
2011-11-08,sh.601398,4.32,4.35,4.31,4.33,33582460,145678078.0
2011-11-09,sh.601398,4.35,4.38,4.33,4.36,26424954,115078429.0
2011-11-10,sh.601398,4.3,4.32,4.23,4.24,105876430,453059054.0
2011-11-11,sh.601398,4.25,4.33,4.25,4.29,69219430,297220367.0
2011-11-14,sh.601398,4.3,4.36,4.29,4.35,27003481,117220988.0
2011-11-15,sh.601398,4.34,4.35,4.31,4.32,28178985,121966680.0
2011-11-16,sh.601398,4.31,4.32,4.26,4.28,42546823,182105898.0
2011-11-17,sh.601398,4.28,4.32,4.26,4.3,28493508,122483078.0
2011-11-18,sh.601398,4.28,4.32,4.27,4.3,29370831,125934829.0
2011-11-21,sh.601398,4.3,4.3,4.24,4.25,17108208,72898210.0
2011-11-22,sh.601398,4.25,4.27,4.22,4.22,11889596,50344346.0
2011-11-23,sh.601398,4.22,4.25,4.2,4.24,23997431,101194583.0
2011-11-24,sh.601398,4.22,4.29,4.22,4.28,21367926,91108288.0
2011-11-25,sh.601398,4.26,4.28,4.2,4.22,15367721,64909546.0
2011-11-28,sh.601398,4.21,4.27,4.21,4.23,17055967,72349260.0
2011-11-29,sh.601398,4.23,4.23,4.23,4.23,0,0.0
2011-11-30,sh.601398,4.24,4.25,4.18,4.19,45292092,190927283.0
2011-12-01,sh.601398,4.25,4.31,4.22,4.28,43781667,187261128.0
2011-12-02,sh.601398,4.25,4.27,4.2,4.25,25165636,106520382.0
2011-12-05,sh.601398,4.26,4.29,4.23,4.28,52322629,222617489.0
2011-12-06,sh.601398,4.26,4.27,4.19,4.2,40982646,172459400.0
2011-12-07,sh.601398,4.2,4.21,4.14,4.17,43647553,182026833.0
2011-12-08,sh.601398,4.17,4.19,4.15,4.16,32158495,133958537.0
2011-12-09,sh.601398,4.15,4.18,4.14,4.17,25467823,105948684.0
2011-12-12,sh.601398,4.16,4.17,4.12,4.12,22306698,92204908.0
2011-12-13,sh.601398,4.12,4.16,4.11,4.15,32197964,133124746.0
2011-12-14,sh.601398,4.12,4.15,4.1,4.1,18109299,74552650.0
2011-12-15,sh.601398,4.1,4.13,4.09,4.11,49421964,203393875.0
2011-12-16,sh.601398,4.1,4.17,4.06,4.17,38711560,159075714.0
2011-12-19,sh.601398,4.14,4.19,4.06,4.17,57578551,237184480.0
2011-12-20,sh.601398,4.15,4.21,4.12,4.15,28455259,118320837.0
2011-12-21,sh.601398,4.17,4.18,4.12,4.13,29073050,120869558.0
2011-12-22,sh.601398,4.13,4.17,4.11,4.15,27221650,112662534.0
2011-12-23,sh.601398,4.16,4.19,4.14,4.17,16583139,69088850.0
2011-12-26,sh.601398,4.14,4.18,4.12,4.17,23780179,98650653.0
2011-12-27,sh.601398,4.16,4.19,4.15,4.17,20140666,84042580.0
2011-12-28,sh.601398,4.16,4.2,4.12,4.19,46645071,193904139.0
2011-12-29,sh.601398,4.17,4.23,4.15,4.2,45423477,190577416.0
2011-12-30,sh.601398,4.2,4.25,4.19,4.24,47705523,201713549.0
2012-01-04,sh.601398,4.24,4.25,4.19,4.22,21900869,92432768.0
2012-01-05,sh.601398,4.19,4.3,4.19,4.25,45126180,192553061.0
2012-01-06,sh.601398,4.27,4.34,4.26,4.28,46107639,198133701.0
2012-01-09,sh.601398,4.3,4.34,4.26,4.31,57268038,246448499.0
2012-01-10,sh.601398,4.29,4.37,4.28,4.35,84437971,365343679.0
2012-01-11,sh.601398,4.35,4.37,4.3,4.35,56123975,243353785.0
2012-01-12,sh.601398,4.33,4.35,4.32,4.33,30155830,130739690.0
2012-01-13,sh.601398,4.34,4.38,4.31,4.34,49459442,214747744.0
2012-01-16,sh.601398,4.33,4.34,4.3,4.31,22890021,98830378.0
2012-01-17,sh.601398,4.3,4.38,4.28,4.36,53352087,230771260.0
2012-01-18,sh.601398,4.35,4.36,4.3,4.31,59337115,256569952.0
2012-01-19,sh.601398,4.31,4.37,4.3,4.36,95901733,417484465.0
2012-01-20,sh.601398,4.36,4.38,4.34,4.36,65292691,284523271.0
2012-01-30,sh.601398,4.38,4.39,4.26,4.27,64333725,279208847.0
2012-01-31,sh.601398,4.28,4.32,4.28,4.3,23989148,102990210.0
2012-02-01,sh.601398,4.3,4.31,4.27,4.28,20104205,86266461.0
2012-02-02,sh.601398,4.29,4.41,4.27,4.38,78145814,340225709.0
2012-02-03,sh.601398,4.37,4.44,4.34,4.41,72800545,320007289.0
2012-02-06,sh.601398,4.41,4.43,4.39,4.41,49924476,220200451.0
2012-02-07,sh.601398,4.4,4.41,4.31,4.33,37435435,162782713.0
2012-02-08,sh.601398,4.33,4.41,4.33,4.41,51248928,224270986.0
2012-02-09,sh.601398,4.4,4.44,4.36,4.42,83430416,367809443.0
2012-02-10,sh.601398,4.4,4.44,4.37,4.39,52792906,232687170.0
2012-02-13,sh.601398,4.37,4.4,4.35,4.37,43943226,192106070.0
2012-02-14,sh.601398,4.36,4.37,4.32,4.35,62922596,272942577.0
2012-02-15,sh.601398,4.35,4.4,4.33,4.37,63267210,276119088.0
2012-02-16,sh.601398,4.37,4.43,4.34,4.39,102940401,452172892.0
2012-02-17,sh.601398,4.4,4.41,4.36,4.39,33849245,148612268.0
2012-02-20,sh.601398,4.41,4.42,4.39,4.4,42676368,188115001.0
2012-02-21,sh.601398,4.4,4.48,4.39,4.46,61505843,272759538.0
2012-02-22,sh.601398,4.45,4.45,4.39,4.44,72416070,320054261.0
2012-02-23,sh.601398,4.44,4.44,4.44,4.44,0,0.0
2012-02-24,sh.601398,4.43,4.45,4.39,4.44,83038242,366679951.0
2012-02-27,sh.601398,4.43,4.45,4.41,4.44,81628057,361904471.0
2012-02-28,sh.601398,4.41,4.47,4.41,4.45,69664463,309982844.0
2012-02-29,sh.601398,4.45,4.45,4.41,4.43,64446499,285582699.0
2012-03-01,sh.601398,4.43,4.44,4.4,4.41,35902500,158769753.0
2012-03-02,sh.601398,4.41,4.43,4.41,4.43,60917362,269155913.0
2012-03-05,sh.601398,4.43,4.44,4.36,4.38,64995750,285826606.0
2012-03-06,sh.601398,4.38,4.38,4.34,4.34,50760943,220957906.0
2012-03-07,sh.601398,4.33,4.35,4.3,4.32,61759371,267002764.0
2012-03-08,sh.601398,4.33,4.34,4.31,4.33,51575445,223115522.0
2012-03-09,sh.601398,4.34,4.35,4.32,4.33,33195411,143711553.0
2012-03-12,sh.601398,4.32,4.33,4.3,4.33,43662175,188268309.0
2012-03-13,sh.601398,4.31,4.36,4.31,4.34,37657420,163511645.0
2012-03-14,sh.601398,4.35,4.39,4.3,4.32,80563729,350335742.0
2012-03-15,sh.601398,4.31,4.44,4.3,4.31,99079832,432788041.0
2012-03-16,sh.601398,4.35,4.35,4.3,4.32,42748098,185201773.0
2012-03-19,sh.601398,4.32,4.34,4.31,4.32,39108673,168915878.0
2012-03-20,sh.601398,4.31,4.34,4.3,4.32,25873271,111670974.0
2012-03-21,sh.601398,4.34,4.35,4.31,4.31,50210369,217368872.0
2012-03-22,sh.601398,4.31,4.34,4.31,4.34,16159780,69813545.0
2012-03-23,sh.601398,4.33,4.35,4.3,4.3,38200919,165304103.0
2012-03-26,sh.601398,4.32,4.33,4.3,4.31,20604951,88915458.0
2012-03-27,sh.601398,4.32,4.34,4.31,4.33,16655251,71991919.0
2012-03-28,sh.601398,4.33,4.36,4.31,4.31,44024005,190928712.0
2012-03-29,sh.601398,4.31,4.32,4.27,4.28,45921922,197288026.0
2012-03-30,sh.601398,4.3,4.33,4.28,4.33,38033990,163907990.0
2012-04-05,sh.601398,4.31,4.32,4.26,4.3,82788734,354221118.0
2012-04-06,sh.601398,4.28,4.3,4.28,4.29,42145644,180666536.0
2012-04-09,sh.601398,4.29,4.29,4.26,4.28,20037368,85691431.0
2012-04-10,sh.601398,4.28,4.3,4.27,4.29,27268981,116893777.0
2012-04-11,sh.601398,4.28,4.31,4.28,4.29,32073610,137729933.0
2012-04-12,sh.601398,4.29,4.36,4.26,4.36,54566973,234907240.0
2012-04-13,sh.601398,4.34,4.38,4.32,4.36,42495297,184923763.0
2012-04-16,sh.601398,4.34,4.37,4.33,4.36,17989584,78408240.0
2012-04-17,sh.601398,4.36,4.36,4.32,4.34,45788496,199154207.0
2012-04-18,sh.601398,4.36,4.38,4.34,4.38,46757304,204060176.0
2012-04-19,sh.601398,4.38,4.38,4.35,4.35,29994718,130636109.0
2012-04-20,sh.601398,4.35,4.42,4.35,4.42,63181633,276647856.0
2012-04-23,sh.601398,4.41,4.42,4.38,4.39,43879376,193050380.0
2012-04-24,sh.601398,4.39,4.44,4.38,4.41,67063704,295934320.0
2012-04-25,sh.601398,4.4,4.42,4.38,4.42,42632884,187475637.0
2012-04-26,sh.601398,4.4,4.42,4.37,4.39,38186475,167484471.0
2012-04-27,sh.601398,4.39,4.39,4.36,4.37,53920711,235622160.0
2012-05-02,sh.601398,4.4,4.42,4.38,4.41,76211891,335249556.0
2012-05-03,sh.601398,4.4,4.41,4.34,4.36,66001562,287985914.0
2012-05-04,sh.601398,4.35,4.39,4.35,4.38,49651638,217073671.0
2012-05-07,sh.601398,4.39,4.44,4.38,4.42,96959495,427790536.0
2012-05-08,sh.601398,4.42,4.45,4.38,4.42,64042338,282210906.0
2012-05-09,sh.601398,4.4,4.43,4.38,4.38,45487362,200121221.0
2012-05-10,sh.601398,4.4,4.42,4.38,4.4,39506628,173921682.0
2012-05-11,sh.601398,4.38,4.41,4.35,4.36,33722672,147682292.0
2012-05-14,sh.601398,4.37,4.4,4.35,4.37,40536680,177143149.0
2012-05-15,sh.601398,4.36,4.37,4.32,4.33,33980415,147366346.0
2012-05-16,sh.601398,4.32,4.36,4.28,4.3,59407769,256017086.0
2012-05-17,sh.601398,4.3,4.34,4.28,4.33,29433411,126882737.0
2012-05-18,sh.601398,4.32,4.32,4.22,4.25,55289851,234981791.0
2012-05-21,sh.601398,4.24,4.25,4.2,4.23,39166846,165231656.0
2012-05-22,sh.601398,4.23,4.24,4.2,4.23,48989887,206793356.0
2012-05-23,sh.601398,4.22,4.23,4.17,4.18,40892993,171658913.0
2012-05-24,sh.601398,4.18,4.2,4.17,4.19,33521059,140282600.0
2012-05-25,sh.601398,4.18,4.2,4.16,4.18,21409311,89499728.0
2012-05-28,sh.601398,4.18,4.21,4.16,4.2,41465624,173467958.0
2012-05-29,sh.601398,4.2,4.23,4.18,4.22,38866234,163137151.0
2012-05-30,sh.601398,4.21,4.25,4.18,4.22,40954885,172714843.0
2012-05-31,sh.601398,4.22,4.22,4.22,4.22,0,0.0
2012-06-01,sh.601398,4.21,4.24,4.18,4.24,48006448,202763063.0
2012-06-04,sh.601398,4.22,4.22,4.15,4.17,59435341,249334529.0
2012-06-05,sh.601398,4.19,4.24,4.18,4.2,42277099,177842663.0
2012-06-06,sh.601398,4.2,4.22,4.19,4.2,32607491,136998667.0
2012-06-07,sh.601398,4.22,4.23,4.18,4.19,31741697,133718326.0
2012-06-08,sh.601398,4.2,4.2,4.11,4.16,73944245,306795738.0
2012-06-11,sh.601398,4.17,4.21,4.16,4.17,56448236,235713214.0
2012-06-12,sh.601398,4.17,4.19,4.14,4.17,44681827,185636434.0
2012-06-13,sh.601398,4.17,4.21,4.17,4.2,73088970,305618835.0
2012-06-14,sh.601398,4.0,4.01,3.93,3.95,50272624,199176495.0
2012-06-15,sh.601398,3.96,3.99,3.93,3.98,47850212,189177996.0
2012-06-18,sh.601398,3.98,3.99,3.93,3.95,42814420,169087057.0
2012-06-19,sh.601398,3.94,3.96,3.93,3.94,35917475,141802112.0
2012-06-20,sh.601398,3.95,3.96,3.94,3.94,25961120,102492381.0
2012-06-21,sh.601398,3.94,3.95,3.9,3.91,28326219,111035280.0
2012-06-25,sh.601398,3.91,3.95,3.9,3.94,49675545,195029730.0
2012-06-26,sh.601398,3.93,3.94,3.91,3.93,21537164,84593947.0
2012-06-27,sh.601398,3.93,3.95,3.89,3.94,41504777,162821427.0
2012-06-28,sh.601398,3.94,3.95,3.91,3.92,31671773,124597250.0
2012-06-29,sh.601398,3.94,3.96,3.92,3.95,34003940,133946765.0
2012-07-02,sh.601398,3.95,3.96,3.92,3.94,27465364,108056666.0
2012-07-03,sh.601398,3.94,3.95,3.92,3.92,13098961,51542716.0
2012-07-04,sh.601398,3.93,3.95,3.92,3.94,19262673,75843856.0
2012-07-05,sh.601398,3.93,3.95,3.92,3.95,20601672,81179159.0
2012-07-06,sh.601398,3.92,3.93,3.89,3.91,31327705,122387450.0
2012-07-09,sh.601398,3.91,3.91,3.77,3.8,40458726,156354619.0
2012-07-10,sh.601398,3.8,3.85,3.77,3.79,27538311,105124866.0
2012-07-11,sh.601398,3.79,3.8,3.75,3.77,23297909,87878321.0
