date,code,open,high,low,close,volume,amount,SMA_20,EMA_20,RSI_14,MACD,MACD_Signal,MACD_Diff
2005-09-09,sh.600519,50.03,50.05,49.0,49.8,425447,21034934.0,48.810500000000005,49.45339078223287,51.899321124742514,0.16192607364691725,-0.13556464442435728,0.29749071807127453
2005-09-12,sh.600519,49.8,49.8,48.83,49.61,159547,7856513.0,48.8915,49.46830594582974,50.752036954828974,0.14796432133373827,-0.07885885127273817,0.22682317260647644
2005-09-13,sh.600519,49.3,50.8,49.3,50.79,490115,24688592.0,49.057,49.59418157003643,57.095485302228234,0.22947047754041705,-0.017192985510107124,0.24666346305052417
2005-09-14,sh.600519,50.7,51.2,50.1,50.86,329947,16772020.0,49.159,49.71473570622344,57.44565755956528,0.29629757453948713,0.04550512649981173,0.2507924480396754
2005-09-15,sh.600519,50.76,51.34,50.36,50.74,174066,8846890.0,49.3415,49.81237992467835,56.59293287960502,0.33570572660952536,0.10354524652175445,0.2321604800877709
2005-09-16,sh.600519,50.63,51.18,50.63,50.97,321733,16398350.0,49.5355,49.92262945566137,57.88336904030711,0.3811029314893659,0.15905678351527675,0.22204614797408917
2005-09-19,sh.600519,50.6,51.38,50.38,50.48,204025,10355074.0,49.6845,49.97571236464601,54.18740798630472,0.37323916971158866,0.20189326075453912,0.17134590895704954
2005-09-20,sh.600519,50.55,50.55,50.2,50.46,179522,9041752.0,49.807,50.02183499658449,54.035747185270836,0.3612292233647594,0.23376045327658318,0.1274687700881762
2005-09-21,sh.600519,50.08,50.6,49.49,49.69,294927,14686809.0,49.894,49.99023166357644,48.41724614969443,0.28627864747064535,0.24426409211539563,0.04201455535524973
2005-09-22,sh.600519,49.38,49.98,48.18,49.05,335826,16372929.0,49.949,49.90068579085487,44.29470455989071,0.17324012051690119,0.23005929779569675,-0.05681917727879557
2005-09-23,sh.600519,48.89,49.49,48.35,48.92,306446,15048364.0,49.974000000000004,49.80728714410679,43.48476950609075,0.07233255529083493,0.1985139492947244,-0.12618139400388947
2005-09-26,sh.600519,48.95,49.35,48.5,48.58,176660,8657470.0,49.9685,49.69040265419186,41.354934449815936,-0.03467288818018943,0.15187658179974164,-0.18654946997993108
2005-09-27,sh.600519,48.55,48.75,48.15,48.25,170921,8278850.0,49.962,49.55322144903073,39.34087396645864,-0.14443871553578447,0.09261352233263642,-0.2370522378684209
2005-09-28,sh.600519,48.02,48.99,48.02,48.77,233695,11331850.0,49.957499999999996,49.47862893007542,43.971387191720936,-0.1873100763923219,0.03662880258764477,-0.22393887897996667
2005-09-29,sh.600519,48.95,49.8,48.81,49.7,208496,10308512.0,49.9425,49.49971188911586,51.15318998310285,-0.14457612747487758,0.00038781657514029913,-0.1449639440500179
2005-09-30,sh.600519,49.7,49.7,48.5,49.46,332415,16352331.0,49.8875,49.49592980443816,49.39361650433129,-0.12859282131477556,-0.025408311002842875,-0.10318451031193268
2005-10-10,sh.600519,49.08,49.7,48.6,48.64,264795,12946800.0,49.772000000000006,49.414412680205956,43.844349625850235,-0.18001794815441485,-0.05633023843315728,-0.12368770972125757
2005-10-11,sh.600519,48.5,48.96,48.22,48.84,135909,6622928.0,49.709,49.359706710662536,45.45398907749073,-0.20230238715237192,-0.08552466817700022,-0.1167777189753717
2005-10-12,sh.600519,49.0,49.0,47.42,47.51,832795,39835259.0,49.557500000000005,49.183544166789915,37.712466088705504,-0.3235531312430524,-0.13313036079021068,-0.19042277045284173
2005-10-13,sh.600519,47.55,47.91,46.72,47.09,1090753,51553349.0,49.4105,48.98415900804802,35.647711716783206,-0.4483672112999315,-0.19617773089215484,-0.25218948040777667
2005-10-14,sh.600519,46.98,47.45,45.3,45.54,494258,22786107.0,49.197500000000005,48.6561438644244,29.277130444416386,-0.6646931462584575,-0.28988081396541543,-0.3748123322930421
2005-10-17,sh.600519,45.15,46.5,44.89,45.71,946838,43391916.0,49.0025,48.37555873447922,30.739097072127734,-0.8130431734053545,-0.3945132858534033,-0.4185298875519512
2005-10-18,sh.600519,45.7,46.9,45.7,46.9,964218,44960711.0,48.80800000000001,48.235029331195484,40.07708374357899,-0.8250776029545719,-0.48062614927363706,-0.3444514536809348
2005-10-19,sh.600519,47.09,47.45,46.47,46.9,792451,37063755.0,48.61,48.10788368060544,40.07708374357899,-0.8251036933084706,-0.5495216580806038,-0.27558203522786673
2005-10-20,sh.600519,46.72,47.1,46.05,46.23,572162,26662088.0,48.3845,47.92903761578587,36.8343223548087,-0.8691685368243824,-0.6134510338293596,-0.2557175029950228
2005-10-21,sh.600519,46.1,46.45,46.0,46.3,339538,15694623.0,48.150999999999996,47.77389117618722,37.404187484361294,-0.8882031744870034,-0.6684014619608885,-0.2198017125261149
2005-10-24,sh.600519,46.2,47.15,46.2,47.05,444467,20771238.0,47.979499999999994,47.704949159407484,43.30588332521337,-0.8331653188154178,-0.7013542333317944,-0.1318110854836234
2005-10-25,sh.600519,47.33,47.8,47.3,47.64,1159486,55177336.0,47.838499999999996,47.698763525178194,47.49933621269348,-0.7334842031887803,-0.7077802273031917,-0.025703975885588592
2005-10-26,sh.600519,47.62,47.74,47.3,47.58,963579,45847901.0,47.733,47.68745271325646,47.11765449292919,-0.6518139934734535,-0.6965869805372441,0.044772987063790626
2005-10-27,sh.600519,47.54,47.54,46.55,46.97,974815,45785210.0,47.629000000000005,47.61912388342252,43.30751922218486,-0.6290602508933674,-0.6830816346084688,0.054021383715101456
2005-10-28,sh.600519,46.98,48.1,46.98,47.56,698231,33237651.0,47.561,47.61349303738228,47.711727840670044,-0.5569989397449504,-0.6578650956357651,0.10086615589081471
2005-10-31,sh.600519,47.49,48.8,47.11,48.19,668572,32099219.0,47.5415,47.66839846239349,51.99976921950885,-0.4439366710133399,-0.61507941071128,0.17114273969794014
2005-11-01,sh.600519,48.39,48.55,47.82,48.3,854288,41028115.0,47.544,47.72855098978459,52.72870454894225,-0.3415210853003856,-0.5603677456291012,0.21884666032871558
2005-11-02,sh.600519,48.0,48.55,47.58,48.16,276609,13366082.0,47.5135,47.76964137170987,51.65356215923303,-0.2685570670318356,-0.502005609909648,0.23344854287781247
2005-11-03,sh.600519,48.39,48.45,47.2,47.21,253970,12120721.0,47.388999999999996,47.71634219345179,44.95505977903825,-0.28411452204043997,-0.4584273923358065,0.17431287029536652
2005-11-04,sh.600519,47.22,47.6,46.39,47.25,489562,22899009.0,47.278499999999994,47.67192865121828,45.27684760970579,-0.2898747557703558,-0.42471686502271633,0.1348421092523605
2005-11-07,sh.600519,46.51,47.0,46.4,46.93,247517,11545343.0,47.193,47.60126877967368,43.10583215307464,-0.31661140891181105,-0.4030957738005353,0.08648436488872424
2005-11-08,sh.600519,46.92,47.03,46.86,46.93,607730,28543068.0,47.097500000000004,47.53733841970476,43.10583215307464,-0.3339508219552627,-0.3892667834314808,0.05531596147621809
2005-11-09,sh.600519,47.18,47.5,46.51,46.72,602073,28203162.0,47.058,47.45949666544716,41.5881021515644,-0.36048226155391205,-0.3835098790559671,0.023027617502055064
2005-11-10,sh.600519,46.9,46.9,46.16,46.63,395013,18352311.0,47.035000000000004,47.380496983023626,40.92308213271486,-0.3843404291989643,-0.38367598908456657,-0.0006644401143977019
2005-11-11,sh.600519,46.22,46.64,45.99,46.38,292691,13501333.0,47.077,47.285211556068994,39.054883104989365,-0.4185957978188881,-0.3906599508314309,-0.027935846987457214
2005-11-14,sh.600519,46.06,46.3,45.55,45.6,216289,9877960.0,47.0715,47.12471521739575,33.8609824500805,-0.5028859493265898,-0.4131051505304627,-0.0897807987961271
2005-11-15,sh.600519,45.75,45.88,45.4,45.4,776760,35512394.0,46.9965,46.96045662526282,32.661551680296355,-0.5791487637633708,-0.44631387317704435,-0.13283489058632642
2005-11-16,sh.600519,45.38,45.96,45.0,45.89,724856,33007959.0,46.946,46.85850837523779,38.417097952269245,-0.593210527054147,-0.47569320395246495,-0.11751732310168206
2005-11-17,sh.600519,45.8,45.86,43.19,44.96,1100802,49497150.0,46.88250000000001,46.67769805378657,32.70372897851027,-0.6716553783269319,-0.5148856388273584,-0.1567697394995735
2005-11-18,sh.600519,45.0,45.8,44.01,45.3,694123,31397165.0,46.832499999999996,46.54648871533071,36.42616125284286,-0.6983383201694053,-0.5515761750957678,-0.1467621450736375
2005-11-21,sh.600519,45.0,45.75,44.8,45.65,457517,20639360.0,46.7625,46.461108837680165,40.099333308701944,-0.6833652595597286,-0.57793399198856,-0.10543126757116861
2005-11-22,sh.600519,45.45,46.58,44.5,46.14,353881,16131067.0,46.6875,46.430527043615385,44.899243547309574,-0.6247582717936311,-0.5872988479495742,-0.03745942384405687
2005-11-23,sh.600519,45.72,46.4,45.6,46.26,137141,6306488.0,46.6215,46.41428637279488,46.03961503054454,-0.5621487141786758,-0.5822688211953946,0.020120107016718736
2005-11-24,sh.600519,46.0,46.0,45.0,45.37,1088295,49193081.0,46.5415,46.31483052776679,39.50868789835659,-0.5776865398173427,-0.5813523649197843,0.003665825102441511
2005-11-25,sh.600519,45.1,45.6,44.88,45.53,391387,17618489.0,46.440000000000005,46.24008476321757,41.12559237878749,-0.570513194778492,-0.5791845308915259,0.008671336113033834
2005-11-28,sh.600519,45.47,45.68,44.5,45.46,152378,6903246.0,46.3035,46.165790976244466,40.61410957566582,-0.5639755233688035,-0.5761427293869814,0.01216720601817789
2005-11-29,sh.600519,45.45,45.68,43.0,44.39,248880,11117104.0,46.108,45.996668026125946,33.712106067661125,-0.6377824700037422,-0.5884706775103336,-0.04931179249340867
2005-11-30,sh.600519,44.0,44.16,42.9,43.74,650820,28172021.0,45.887,45.781747261733,30.33911347013847,-0.7401921009000176,-0.6188149621882704,-0.12137713871174727
2005-12-01,sh.600519,43.49,43.85,43.21,43.3,535424,23266367.0,45.691500000000005,45.54539037966319,28.276671255447866,-0.8470920441845635,-0.664470378587529,-0.18262166559703452
2005-12-02,sh.600519,43.3,44.8,43.3,44.52,963383,42441653.0,45.555,45.447734153028605,40.379024342938976,-0.8238701530919954,-0.6963503334884223,-0.12751981960357306
2005-12-05,sh.600519,44.52,44.65,43.64,44.17,275743,12151492.0,45.417,45.3260451860735,38.37829668901847,-0.8242077580412115,-0.7219218183989802,-0.10228593964223132
2005-12-06,sh.600519,43.7,44.13,43.5,43.76,1491667,65529318.0,45.2585,45.17689802549507,36.12049231219665,-0.8477861350465403,-0.7470946817284922,-0.10069145331804807
2005-12-07,sh.600519,43.5,44.13,43.5,43.74,430998,18878496.0,45.1095,45.04005059449554,36.009205174536056,-0.8581932835829633,-0.7693144020993865,-0.08887888148357681
2005-12-08,sh.600519,43.54,44.0,43.53,43.6,365778,16002582.0,44.958,44.9029029188293,35.19184022179056,-0.8677351431646798,-0.7889985503124453,-0.07873659285223455
2005-12-09,sh.600519,43.7,43.7,42.8,42.88,1546206,66478204.0,44.783,44.71024549798841,31.261730819654204,-0.9227581369319466,-0.8157504676363455,-0.10700766929560113
2005-12-12,sh.600519,42.8,42.8,41.65,41.66,1510220,63383458.0,44.586,44.41974592675142,25.96950515381917,-1.0526734951606471,-0.8631350731412059,-0.18953842201944127
2005-12-13,sh.600519,41.7,41.95,40.5,41.37,2041441,83729902.0,44.384499999999996,44.129293933727475,24.89083740510982,-1.1655966562211901,-0.9236273897572027,-0.24196926646398742
2005-12-14,sh.600519,41.05,42.8,41.03,42.48,1797593,75326820.0,44.214,43.97221832099152,35.870554898823315,-1.1522390569812018,-0.9693497232020026,-0.18288933377919914
2005-12-15,sh.600519,42.53,42.9,42.01,42.86,593465,25306079.0,44.108999999999995,43.86629276661137,39.15002697386574,-1.0983293817136257,-0.9951456549043273,-0.10318372680929844
2005-12-16,sh.600519,42.8,43.66,42.5,43.47,667061,28659038.0,44.0175,43.828550598362675,44.09253284857472,-0.9949149138348758,-0.9950995066904371,0.00018459285556127192
2005-12-19,sh.600519,43.5,44.08,43.25,43.85,470267,20587488.0,43.9275,43.83059339851861,46.981563600428245,-0.8722407305813249,-0.9705277514686148,0.09828702088728991
2005-12-20,sh.600519,44.04,44.05,43.0,43.38,454042,19679338.0,43.789500000000004,43.78767974151684,43.95604451694546,-0.8036812909316069,-0.9371584593612133,0.13347716842960644
2005-12-21,sh.600519,43.1,43.6,42.72,42.96,495917,21349222.0,43.6245,43.70885309946762,41.39089122373078,-0.7743121425914339,-0.9045891960072575,0.13027705341582363
2005-12-22,sh.600519,42.66,43.6,42.51,43.23,334067,14361625.0,43.5175,43.663248042375464,43.66681736567795,-0.7209395945461097,-0.8678592757150281,0.1469196811689184
2005-12-23,sh.600519,42.91,44.2,42.9,44.08,629183,27434932.0,43.445,43.702938705006375,50.22047353399265,-0.6031013920086394,-0.8149076989737505,0.21180630696511105
2005-12-26,sh.600519,44.2,44.5,43.8,44.21,699235,30863111.0,43.3825,43.75123025691053,51.15638818457062,-0.49353469324557153,-0.7506330978281147,0.2570984045825432
2005-12-27,sh.600519,44.3,44.99,44.13,44.92,729017,32574560.0,43.409000000000006,43.86254166101429,56.0198132987374,-0.3454293344625867,-0.6695923451550092,0.3241630106924225
2005-12-28,sh.600519,44.99,45.5,44.76,45.47,625035,28274416.0,43.49550000000001,44.01563293139388,59.39288534825503,-0.18158121194642973,-0.5719901185132934,0.39040890656686367
2005-12-29,sh.600519,45.5,46.8,45.5,46.77,1567435,72783428.0,43.669,44.277953604594465,66.02552815495176,0.052562829477295736,-0.4470795289151756,0.49964235839247134
2005-12-30,sh.600519,46.5,46.52,44.9,45.62,3664756,167469295.0,43.724000000000004,44.40576754701404,57.13502977292099,0.14367211743631003,-0.3289291996448785,0.4726013170811885
2006-01-04,sh.600519,45.4,45.4,44.11,44.28,3550713,157456208.0,43.7295,44.393789685393656,48.87644754032289,0.10652216221974697,-0.2418389272719534,0.3483610894917004
2006-01-05,sh.600519,44.2,45.3,44.12,44.76,1699230,75918198.0,43.7795,44.42866685821331,51.57654791276226,0.11449274246637486,-0.17057259332428779,0.2850653357906626
2006-01-06,sh.600519,44.8,45.45,44.35,45.23,1716230,77233333.0,43.854,44.504984300288235,54.13112090119041,0.15692561596482335,-0.10507295146646557,0.2619985674312889
2006-01-09,sh.600519,45.35,47.3,45.3,46.79,2077080,96726018.0,44.0135,44.72260484311793,61.40836822298154,0.31282686311072894,-0.021492988551026673,0.3343198516617556
2006-01-10,sh.600519,47.0,47.58,46.53,46.97,1745682,82153545.0,44.218,44.9366424771067,62.1544668241271,0.44576571072521887,0.07195875130422244,0.3738069594209964
2006-01-11,sh.600519,46.95,47.6,46.51,46.56,831515,39227536.0,44.463,45.09124795547749,59.34030608053877,0.5121335746884128,0.15999371598106052,0.3521398587073523
2006-01-12,sh.600519,46.4,47.06,46.1,47.0,998972,46568064.0,44.7445,45.273033864479636,61.36212957992134,0.5933946239508785,0.24667389757502411,0.3467207263758544
2006-01-13,sh.600519,47.0,48.3,46.5,47.48,993688,47330433.0,44.9945,45.48322111548158,63.49472282617474,0.6885889545815758,0.33505690897633444,0.3535320456052413
2006-01-16,sh.600519,47.78,47.9,46.51,46.55,773084,36255138.0,45.179,45.58481910448333,56.93750413375572,0.6811362055932975,0.404272768299727,0.27686343729357044
2006-01-17,sh.600519,46.0,46.62,45.8,46.05,1382470,63618353.0,45.308,45.62912204691349,53.72509419218767,0.6276488813934407,0.4489479909184698,0.17870089047497084
2006-01-18,sh.600519,46.0,46.96,46.0,46.16,970685,45114697.0,45.4235,45.67968185196935,54.335499929554025,0.5873650931298116,0.4766314113607382,0.11073368176907333
2006-01-19,sh.600519,46.78,46.8,45.77,46.08,728303,33651491.0,45.558499999999995,45.717807389877024,53.779883719601365,0.5427283348818932,0.48985079606496923,0.052877538816923975
2006-01-20,sh.600519,46.1,46.35,45.36,45.98,1421637,65092507.0,45.709500000000006,45.74277811465064,53.04963909220489,0.493594369475332,0.4905995107470418,0.002994858728290195
2006-01-23,sh.600519,46.0,46.0,44.9,45.0,1328642,59899023.0,45.798,45.67203734182677,46.40027886604609,0.37129745219695565,0.46673909903702454,-0.0954416468400689
2006-01-24,sh.600519,45.01,46.28,45.0,45.51,1145289,52535743.0,45.8695,45.656605214033746,49.91835169356035,0.31193322980282545,0.43577792519018477,-0.12384469538735932
2006-01-25,sh.600519,45.62,47.5,45.32,47.24,1573073,73251753.0,46.021,45.80740471745911,59.60422619182795,0.39987370251623133,0.4285970806553941,-0.02872337813916276
2006-02-06,sh.600519,47.55,47.7,46.5,47.4,1569141,74143388.0,46.144999999999996,45.959080458653474,60.36765502064462,0.47697950076728546,0.4382735646777724,0.03870593608951306
2006-02-07,sh.600519,47.4,50.01,47.15,50.0,2866581,140985315.0,46.3715,46.34392993878171,70.2175413782025,0.7393617700435584,0.49849120575092964,0.24087056429262876
2006-02-08,sh.600519,49.67,50.09,48.88,49.84,2226437,110727360.0,46.525,46.67688899223108,69.07974771372213,0.923742616114211,0.583541487823586,0.3402011282906251
2006-02-09,sh.600519,49.75,50.0,48.3,48.48,777030,38004186.0,46.66799999999999,46.848613850113836,60.1568379403248,0.9491835340770933,0.6566698970742875,0.29251363700280586
2006-02-10,sh.600519,48.4,53.0,48.08,52.53,3187395,160573342.0,47.0805,47.389698245341094,71.82724255036831,1.281375893916092,0.7816110964426484,0.4997647974734436
2006-02-13,sh.600519,57.78,57.78,57.78,57.78,1696600,98029548.0,47.7315,48.37925079340385,80.00377405210084,1.945841407819394,1.0144571587179976,0.9313842491013964
2006-02-14,sh.600519,57.78,57.78,57.78,57.78,0,0.0,48.358999999999995,49.2745602416511,80.00377405210084,2.4442592160590806,1.3004175701862142,1.1438416458728664
2006-02-15,sh.600519,59.5,59.5,56.8,58.09,2899655,168845650.0,48.924,50.11412593292243,80.39345800245542,2.8316320377162754,1.6066604636922266,1.2249715740240488
2006-02-16,sh.600519,57.65,59.99,57.3,58.67,1897750,110783125.0,49.509,50.92897108216791,81.13423893732184,3.1491277579580554,1.9151539225453924,1.233973835412663
2006-02-17,sh.600519,58.66,58.88,58.12,58.26,890782,51929488.0,50.094,51.627164312437635,78.86584590307918,3.3292839176009537,2.197979921556505,1.1313039960444486
2006-02-20,sh.600519,57.78,58.1,56.18,57.39,1084398,62004351.0,50.6135,52.17600580649119,74.12968578071525,3.363089639057911,2.4310018650567864,0.9320877740011246
2006-02-21,sh.600519,56.88,58.55,56.88,58.54,1023900,59431946.0,51.1665,52.782100491587265,76.16709239348106,3.44298768704774,2.6333990294549774,0.8095886575927627
2006-02-22,sh.600519,58.35,59.0,58.0,58.7,1033510,60384853.0,51.774,53.34570996857895,76.44504143327869,3.479113078640374,2.802541839292057,0.6765712393483172
2006-02-23,sh.600519,58.71,62.5,58.29,62.27,1173027,69601180.0,52.585,54.19564235252381,81.6010543999228,3.752554760615908,2.9925444235568275,0.7600103370590805
2006-02-24,sh.600519,62.27,62.27,62.27,62.27,0,0.0,53.390499999999996,54.96462879514059,81.6010543999228,3.924025539820498,3.1788406468095616,0.7451848930109364
2006-02-27,sh.600519,62.27,62.27,62.27,62.27,0,0.0,54.2,55.66037843369863,81.6010543999228,4.013650503130982,3.3458026180738463,0.6678478850571361
2006-02-28,sh.600519,62.27,62.27,62.27,62.27,0,0.0,55.0145,56.28986620191781,81.6010543999228,4.038129884606363,3.4842680713803498,0.5538618132260131
2006-03-01,sh.600519,62.27,62.27,62.27,62.27,0,0.0,55.878,56.85940275411612,81.6010543999228,4.0112903130032365,3.5896725197049273,0.4216177932983092
2006-03-02,sh.600519,62.27,62.27,62.27,62.27,0,0.0,56.715999999999994,57.37469772991459,81.6010543999228,3.9445494484936248,3.6606479054626666,0.28390154303095816
2006-03-03,sh.600519,62.27,62.27,62.27,62.27,0,0.0,57.467499999999994,57.84091699373225,81.6010543999228,3.8473074669149483,3.697979817753123,0.14932764916182517
2006-03-06,sh.600519,62.27,62.27,62.27,62.27,0,0.0,58.211,58.26273442290061,81.6010543999228,3.7272767694739386,3.7038392080972864,0.023437561376652205
2006-03-07,sh.600519,62.27,62.27,62.27,62.27,0,0.0,58.824500000000015,58.64437876357674,81.6010543999228,3.590759536214186,3.6812232737206667,-0.09046373750648051
2006-03-08,sh.600519,62.27,62.27,62.27,62.27,0,0.0,59.446000000000005,58.98967602418848,81.6010543999228,3.44288125333302,3.6335548696431377,-0.19067361631011748
2006-03-09,sh.600519,62.27,62.27,62.27,62.27,0,0.0,60.1355,59.30208783140863,81.6010543999228,3.28778708579555,3.5644013128736205,-0.2766142270780705
2006-03-10,sh.600519,62.27,62.27,62.27,62.27,0,0.0,60.6225,59.58474613317924,81.6010543999228,3.1288069022742135,3.477282430753739,-0.34847552847952556
2006-03-13,sh.600519,62.27,62.27,62.27,62.27,0,0.0,60.847,59.840484596685975,81.6010543999228,2.9685938593184744,3.3755447164666865,-0.4069508571482121
2006-03-14,sh.600519,62.27,62.27,62.27,62.27,0,0.0,61.0715,60.07186701604922,81.6010543999228,2.809240690514777,3.262283911276305,-0.45304322076152825
2006-03-15,sh.600519,62.27,62.27,62.27,62.27,0,0.0,61.2805,60.28121301452072,81.6010543999228,2.652377202813696,3.1403025695837834,-0.48792536677008735
2006-03-16,sh.600519,62.27,62.27,62.27,62.27,0,0.0,61.4605,60.47062129885209,81.6010543999228,2.4992519380585705,3.0120924432787413,-0.5128405052201708
2006-03-17,sh.600519,62.27,62.27,62.27,62.27,0,0.0,61.661,60.641990698961415,81.60105439992282,2.350800497716996,2.8798340541663925,-0.5290335564493964
2006-03-20,sh.600519,62.27,62.27,62.27,62.27,0,0.0,61.904999999999994,60.79703920382224,81.60105439992282,2.207702639925536,2.745407771318221,-0.537705131392685
2006-03-21,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.091499999999996,60.9373211844106,81.60105439992282,2.070429929235061,2.610412202901589,-0.5399822736665278
2006-03-22,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.064242976371496,81.60105439992282,1.9392854416087886,2.476186850643029,-0.5369014090342406
2006-03-23,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.17907697862183,81.60105439992282,1.81443679242458,2.3438368389993394,-0.5294000465747595
2006-03-24,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.282974409229276,81.60105439992282,1.6959435568252772,2.214258182564527,-0.5183146257392499
2006-03-27,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.37697684644554,81.60105439992282,1.5837799841269558,2.0881625428770128,-0.504382558750057
2006-03-28,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.46202667059358,81.60105439992282,1.4778537663818199,1.9661007875779744,-0.4882470211961545
2006-03-29,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.53897651148943,81.60105439992282,1.378021501579994,1.8484849303783784,-0.47046342879838443
2006-03-30,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.608597796109486,81.60105439992282,1.2841013909622703,1.7356082224951568,-0.4515068315328865
2006-03-31,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.671588482194295,81.60105439992282,1.1958836246268731,1.6276633029215002,-0.43177967829462705
2006-04-03,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.72858005531865,81.60105439992282,1.1131388376162192,1.524758409860444,-0.41161957224422485
2006-04-04,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.78014385957402,81.60105439992282,1.0356249579056893,1.4269317194694933,-0.39130676156380395
2006-04-05,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.82679682532888,81.60105439992282,0.9630927164469512,1.334163918864985,-0.3710712024180338
2006-04-06,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.869006651488036,81.60105439992282,0.8952900461707571,1.2463891443261395,-0.3510990981553823
2006-04-07,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.90719649420346,81.60105439992282,0.8319655603854628,1.1635044275380042,-0.33153886715254144
2006-04-10,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.94174920904123,81.60105439992282,0.772871270264389,1.085377796083281,-0.31250652581889216
2006-04-11,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,61.97301118913254,81.60105439992282,0.7177646752092599,1.011855171908477,-0.29409049669921705
2006-04-12,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,62.001295837786586,81.60105439992282,0.6664103380554138,0.9427662051378644,-0.2763558670824505
2006-04-13,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,62.02688671037834,81.60105439992282,0.618581038712037,0.8779291718526989,-0.25934813314066196
2006-04-14,sh.600519,62.27,62.27,62.27,62.27,0,0.0,62.27,62.050040357008974,81.60105439992282,0.5740585843693609,0.8171550543560313,-0.24309646998667045
2006-04-17,sh.600519,68.5,68.5,68.5,68.5,23810,1630985.0,62.581500000000005,62.66432222777003,97.34414048519265,1.0296143983815753,0.8596469231611401,0.1699674752204352
2006-04-18,sh.600519,75.35,75.35,75.35,75.35,32444,2444655.0,63.2355,63.872482015601456,98.6807602390609,1.9212365957030286,1.071964857669518,0.8492717380335106
2006-04-19,sh.600519,82.89,82.89,82.08,82.89,4396751,364421942.0,64.2665,65.6836742045918,99.17370862846174,3.199388042656267,1.497449494666868,1.701938547989399
2006-04-20,sh.600519,89.98,89.98,80.05,84.03,5561501,475176332.0,65.3545,67.430943327964,99.22109777148553,4.255268657304455,2.0490133271943853,2.20625533011007
2006-04-21,sh.600519,83.77,90.5,83.01,88.93,3188609,278281209.0,66.6875,69.47847253482458,99.38449751191025,5.424915649894302,2.7241937917343693,2.700721858159933
2006-04-24,sh.600519,89.5,91.79,87.3,89.13,3624898,322955394.0,68.03049999999999,71.350046579127,99.39012131967164,6.295437759189554,3.438442585225406,2.8569951739641475
2006-04-25,sh.600519,89.0,93.2,87.61,91.41,3970465,357994221.0,69.4875,73.26051833349585,99.45163349786206,7.0876082122363755,4.168275710627601,2.9193325016087748
2006-04-26,sh.600519,91.41,91.41,91.41,91.41,0,0.0,70.9445,74.98904039697243,99.45163349786206,7.627484114626498,4.86011739142738,2.7673667231991175
2006-04-27,sh.600519,91.41,91.41,91.41,91.41,0,0.0,72.4015,76.55294131154648,99.45163349786206,7.963540914338097,5.480802096009524,2.4827388183285732
2006-04-28,sh.600519,91.41,91.41,91.41,91.41,0,0.0,73.8585,77.96789928187538,99.45163349786206,8.13608067577212,6.011857811962043,2.1242228638100773
2006-05-08,sh.600519,91.41,91.41,91.41,91.41,0,0.0,75.31550000000001,79.24809935026819,99.45163349786206,8.178542532442393,6.445194756058114,1.7333477763842788
2006-05-09,sh.600519,91.41,91.41,91.41,91.41,0,0.0,76.77250000000001,80.4063756026236,99.45163349786206,8.118607604962492,6.77987732583899,1.3387302791235012
2006-05-10,sh.600519,91.41,91.41,91.41,91.41,0,0.0,78.2295,81.45433983094516,99.45163349786206,7.979130295911716,7.019727919853536,0.95940237605818
2006-05-11,sh.600519,91.41,91.41,91.41,91.41,0,0.0,79.6865,82.40249794228372,99.45163349786206,7.778922942143595,7.1715669243115485,0.6073560178320463
2006-05-12,sh.600519,91.41,91.41,91.41,91.41,0,0.0,81.14349999999999,83.26035528111383,99.45163349786206,7.533416634295136,7.243936866308267,0.2894797679868697
2006-05-15,sh.600519,91.41,91.41,91.41,91.41,0,0.0,82.6005,84.03651192100774,99.45163349786206,7.255217485589981,7.24619299016461,0.009024495425371093
2006-05-16,sh.600519,91.41,91.41,91.41,91.41,0,0.0,84.05749999999999,84.73874888091176,99.45163349786206,6.954574648449594,7.187869321821607,-0.23329467337201315
2006-05-17,sh.600519,91.41,91.41,91.41,91.41,0,0.0,85.5145,85.37410613034872,99.45163349786206,6.639773854126503,7.078250228282586,-0.43847637415608354
2006-05-18,sh.600519,91.41,91.41,91.41,91.41,0,0.0,86.9715,85.9489531655536,99.45163349786206,6.31746811664685,6.926093805955439,-0.6086256893085888
